"ID","Type","KCNAB2","DKK3","ALDOB","MLPH","AGT","GAD1","ARG2","SLC2A2"
"GSM5009347",1,7.18951402265145,8.25202917471175,8.34364086335357,8.71939320932887,9.9534450594558,6.22929669553556,7.91115918669595,5.89040667082728
"GSM5009348",1,7.18256080776101,7.90610959847636,9.73661700453397,8.80620277952484,10.0126196592468,4.11782009961157,8.03802007668731,6.40996446718457
"GSM5009350",1,7.82969062206324,8.54835204278817,10.162786261144,8.12233731523064,10.3887844649322,8.10159285560185,7.88791755075453,6.02792191238246
"GSM5009234",0,6.34254459059605,5.68512924932571,6.79973867884886,4.8473720982981,8.89006277322895,6.17539760014656,9.48580269313995,7.95442376939326
"GSM5009235",0,6.03437284537355,5.85434816553501,6.59158067908228,6.29968488644194,8.65453978024418,6.46178098966871,9.13027256684171,8.19414252245232
"GSM5009236",0,6.45894239279187,6.34034321027423,7.26024989320876,6.52760377320192,8.84077585110384,5.6799399044244,9.00876284441744,8.04439643829432
"GSM5009239",0,6.14510288055053,6.05486098967822,7.07424872837251,6.6701961553461,8.81489626387343,6.36494543128455,9.38820146011845,7.82767635756538
"GSM5009240",0,6.29370192757172,5.70070712872532,6.83023146233873,5.5312375625923,7.18042508792114,5.64752845116557,8.70015854552529,7.49466269866453
"GSM5009252",0,6.60508941126436,6.70147751857119,8.63252709237075,7.20357137401371,8.37414509835571,5.84987581390566,10.4961292112981,8.90202673636566
"GSM5009254",0,6.32661898873616,7.19077312283224,7.74584510895864,6.98355035073614,9.18815582589724,5.50202953251337,9.78046043694633,8.74429121812556
"GSM5009261",0,6.85582835751289,6.02479399730824,4.82154929862238,8.08447059016162,7.76715496609585,4.09633245748141,8.45509093799193,6.37914858127306
"GSM5009266",0,5.67185653682268,4.83647585860987,6.73550379624592,5.14998738705513,8.24765717922726,5.92245968196943,8.38116182843132,7.46165313276657
"GSM5009275",0,5.54459936880003,5.20040198439826,5.90756050836826,6.11969572337587,7.84052905270265,4.31541794902094,8.81672802137106,7.18707188264858
"GSM5009280",0,5.11853534671685,4.01720866645005,5.87957010937919,5.5312375625923,7.79239805455267,3.78754880003994,8.45092583617014,7.21568049855829
"GSM5009286",0,6.60508941126436,6.71857943565046,7.29087959491856,7.95131761669245,9.10704453624606,5.2694648536341,10.0938025516555,8.68661648061298
"GSM5009309",0,6.55950505618311,7.28677274160988,7.95392008045695,7.08321032178947,9.95130382089258,6.28327214684006,9.78837541037994,8.9235806917526
"GSM5009312",0,6.54765661229039,6.55977997246859,7.30877426105566,8.88963061666346,10.0022092029622,5.21302761592956,9.38949779071227,7.76927995304424
"GSM5009320",0,6.49827085283901,7.24458262063636,7.56452867306476,7.06431460025721,7.81683963828034,5.37115624698293,9.89238046337985,8.3790791711085
"GSM5009321",0,6.16539214822031,6.77172454176057,8.1446067240791,6.86850135748078,9.557545790212,5.57824851107557,9.31631165273145,8.78257076365841
"GSM5009334",0,6.54765661229039,7.37599691961662,7.27875119933835,7.42223971702172,10.2116230906525,5.82405794472279,9.91489044867151,8.88874661958396
"GSM5009340",0,6.03437284537355,6.9850782333601,6.88831179516376,7.36052348800996,10.0202913131648,6.15865947134714,9.70634600997413,8.16089035317997
